GAS,TEMP,MODEL,SAMPLING,LOW,R2_MEAN_HIGH_1,R2_STD_HIGH_1,MAE_MEAN_HIGH_1,MAE_STD_HIGH_1,INPUT_HIGH_1
Ar,293,0.45,qt_then_rd__gbm_TRAIN_RATIO0.45,0.01,0.9858214493608544,0.0008353021931068,0.0122103897175434,0.000188571344037,struct+input
Ar,293,0.45,qt_then_rd__rf_TRAIN_RATIO0.45,0.01,0.9848327897386568,0.0009890352160676,0.012238397481677,0.0002358682637319,struct+input
Ar,293,0.45,random_struct__cat_TRAIN_RATIO0.45,0.01,0.9245313735477908,0.008267267573746,0.0211607327499076,0.0003391520522855,struct+input
Ar,293,0.45,random_struct__gbm_TRAIN_RATIO0.45,0.01,0.935726766276992,0.0127256337368229,0.0201405196904975,0.0011429163947503,struct+input
Ar,293,0.45,random_struct__rf_TRAIN_RATIO0.45,0.01,0.9291778961387028,0.0095475524543397,0.0206121108093174,0.0010398192589049,struct+input
Ar,293,0.5,qt_then_rd__cat_TRAIN_RATIO0.5,0.01,0.9847012902430832,0.0011312707848562,0.0134839084546394,0.0002385663652887,struct+input
Ar,293,0.5,qt_then_rd__gbm_TRAIN_RATIO0.5,0.01,0.985999405905456,0.0008568279827064,0.0120024378671229,0.0001770173658875,struct+input
Ar,293,0.5,qt_then_rd__rf_TRAIN_RATIO0.5,0.01,0.9845214774430132,0.0010878309692179,0.012026330607724,0.0001667835921326,struct+input
Ar,293,0.5,random_struct__cat_TRAIN_RATIO0.5,0.01,0.9252795907927354,0.0090619872929736,0.0209035549724826,0.0005650408871512,struct+input
Ar,293,0.5,random_struct__gbm_TRAIN_RATIO0.5,0.01,0.9402792634912984,0.0060900822161812,0.0195528199545892,0.0003469567036815,struct+input
Ar,293,0.5,random_struct__rf_TRAIN_RATIO0.5,0.01,0.9306241254015564,0.004665924355448,0.0201340937885094,0.0004006946067782,struct+input
Ar,293,0.55,qt_then_rd__cat_TRAIN_RATIO0.55,0.01,0.9857147618168915,0.0009593725729506,0.0129134550593515,0.0001308433527966,struct+input
Ar,293,0.55,qt_then_rd__gbm_TRAIN_RATIO0.55,0.01,0.986732662623977,0.0008813695527583,0.0115355041856164,0.0001036616547542,struct+input
Ar,293,0.55,qt_then_rd__rf_TRAIN_RATIO0.55,0.01,0.9855836637349576,0.001331453905968,0.0115599800194753,0.0001319487153842,struct+input
Ar,293,0.55,random_struct__cat_TRAIN_RATIO0.55,0.01,0.927431973331612,0.014191885381924,0.0205407693747886,0.0008058125182374,struct+input
Ar,293,0.55,random_struct__gbm_TRAIN_RATIO0.55,0.01,0.9444435820786398,0.0120119893632362,0.0190828158766393,0.000636445657356,struct+input
Ar,293,0.55,random_struct__rf_TRAIN_RATIO0.55,0.01,0.9351549479387552,0.0131889742108221,0.0197460792329874,0.0007093251536654,struct+input
Ar,293,0.6,qt_then_rd__cat_TRAIN_RATIO0.6,0.01,0.9864258667004628,0.0004119338394516,0.0124080580831138,0.0001178090471725,struct+input
Ar,293,0.6,qt_then_rd__gbm_TRAIN_RATIO0.6,0.01,0.986837719630216,0.0004088279779601,0.0113463465841543,0.000138229998078,struct+input
Ar,293,0.6,qt_then_rd__rf_TRAIN_RATIO0.6,0.01,0.98600664373165,0.0004274818880377,0.0113475428259674,9.573051823127782e-05,struct+input
Ar,293,0.6,random_struct__cat_TRAIN_RATIO0.6,0.01,0.9374817816375604,0.0179454491064667,0.020038705729945,0.0007691949751527,struct+input
Ar,293,0.6,random_struct__gbm_TRAIN_RATIO0.6,0.01,0.9487642316408698,0.0152867500418828,0.0186419502479469,0.0007197827545601,struct+input
Ar,293,0.6,random_struct__rf_TRAIN_RATIO0.6,0.01,0.9435734489603522,0.0145620074333449,0.0191384778232224,0.0006586176415175,struct+input
Ar,293,0.65,qt_then_rd__cat_TRAIN_RATIO0.65,0.01,0.9859769000917084,0.0009264549206981,0.0123986066789713,0.0001725463848274,struct+input
Ar,293,0.65,qt_then_rd__gbm_TRAIN_RATIO0.65,0.01,0.9867142579315444,0.0010557938093744,0.0112359203606989,0.0001853254596255,struct+input
Ar,293,0.65,qt_then_rd__rf_TRAIN_RATIO0.65,0.01,0.9857118393959118,0.0011632355901111,0.0112831725680121,0.0001404075237431,struct+input
Ar,293,0.65,random_struct__cat_TRAIN_RATIO0.65,0.01,0.9386453869365902,0.0182604396007867,0.0196459863435906,0.0010850432780166,struct+input
Ar,293,0.65,random_struct__gbm_TRAIN_RATIO0.65,0.01,0.9508555146620004,0.0137834440314436,0.0183142191284169,0.0009338158684782,struct+input
Ar,293,0.65,random_struct__rf_TRAIN_RATIO0.65,0.01,0.94546025327134,0.0140631145662079,0.0186474818110382,0.0008633285878144,struct+input
Ar,293,0.7,qt_then_rd__cat_TRAIN_RATIO0.7,0.01,0.985496116313155,0.0002411039944933,0.0122033871696675,6.335379095234415e-05,struct+input
Ar,293,0.7,qt_then_rd__gbm_TRAIN_RATIO0.7,0.01,0.9861832747337188,0.0004545183047521,0.0111381634779302,0.0001849840598443,struct+input
Ar,293,0.7,qt_then_rd__rf_TRAIN_RATIO0.7,0.01,0.9849983356862648,0.0004504501975301,0.0112529779792853,9.809050084999424e-05,struct+input
Ar,293,0.7,random_struct__cat_TRAIN_RATIO0.7,0.01,0.9413918069621828,0.0242767068105866,0.0192471688733966,0.0015939537552719,struct+input
Ar,293,0.7,random_struct__gbm_TRAIN_RATIO0.7,0.01,0.947453129444846,0.0184525299551325,0.0182062646248615,0.0015104062539747,struct+input
Ar,293,0.7,random_struct__rf_TRAIN_RATIO0.7,0.01,0.9447702622084416,0.0183298680162702,0.0183356231665804,0.0013220602972489,struct+input
Ar,293,0.75,qt_then_rd__cat_TRAIN_RATIO0.75,0.01,0.9858512441529892,0.0006816129414549,0.0118526928753654,0.0002508509052987,struct+input
Ar,293,0.75,qt_then_rd__gbm_TRAIN_RATIO0.75,0.01,0.9870722421326484,0.000372871671418,0.0107636757585646,0.000193409027686,struct+input
Ar,293,0.75,qt_then_rd__rf_TRAIN_RATIO0.75,0.01,0.98568834326876,0.0004635216585963,0.0108325945449578,0.0001621861226037,struct+input
Ar,293,0.75,random_struct__cat_TRAIN_RATIO0.75,0.01,0.9421135173561196,0.0208734641683382,0.0190826610867524,0.0009794267245418,struct+input
Ar,293,0.75,random_struct__gbm_TRAIN_RATIO0.75,0.01,0.9484710613461846,0.0169592737579444,0.0180444479801614,0.000907094811679,struct+input
Ar,293,0.75,random_struct__rf_TRAIN_RATIO0.75,0.01,0.9456115516318212,0.0153899706092789,0.0181804278762983,0.0007108937702429,struct+input
Ar,293,0.8,qt_then_rd__cat_TRAIN_RATIO0.8,0.01,0.9849173448844418,0.0017130862086053,0.0119298007489949,0.0002654287569493,struct+input
Ar,293,0.8,qt_then_rd__gbm_TRAIN_RATIO0.8,0.01,0.9861660777201842,0.0018214526298773,0.0107917105130292,0.0002375364476917,struct+input
Ar,293,0.8,qt_then_rd__rf_TRAIN_RATIO0.8,0.01,0.9852530502247192,0.0016906960983437,0.0107915375752515,0.0002688678743194,struct+input
Ar,293,0.8,random_struct__cat_TRAIN_RATIO0.8,0.01,0.936826529383508,0.0237545181684679,0.0194133731792852,0.0014878486750382,struct+input
Ar,293,0.8,random_struct__gbm_TRAIN_RATIO0.8,0.01,0.948798786635375,0.01660553861607,0.0181929939820461,0.0014316226901161,struct+input
Ar,293,0.8,random_struct__rf_TRAIN_RATIO0.8,0.01,0.9447414568213912,0.0192246529778427,0.0184955156475061,0.0012312357842143,struct+input
Ar,313,0.05,qt_then_rd__cat_TRAIN_RATIO0.05,0.01,0.9339227759404574,0.0094376584289012,0.0199603327719671,0.0009018127938108,struct+input
Ar,313,0.05,qt_then_rd__gbm_TRAIN_RATIO0.05,0.01,0.9197198818274628,0.0210539384599682,0.0138567308457266,0.0005200210485958,struct+input
Ar,313,0.05,qt_then_rd__rf_TRAIN_RATIO0.05,0.01,0.9342191692885936,0.0081409603209149,0.0140571475670842,0.0003450071992268,struct+input
Ar,313,0.05,random_struct__cat_TRAIN_RATIO0.05,0.01,0.8034888838142248,0.0479818621771936,0.0245970332933944,0.0018084707905056,struct+input
Ar,313,0.05,random_struct__gbm_TRAIN_RATIO0.05,0.01,0.8286336664210688,0.074293610779354,0.020046774408091,0.0021239751711642,struct+input
Ar,313,0.05,random_struct__rf_TRAIN_RATIO0.05,0.01,0.8633170352862354,0.0354277918817644,0.0192470351505706,0.0013828292452969,struct+input
Ar,313,0.1,qt_then_rd__cat_TRAIN_RATIO0.1,0.01,0.9497259080924444,0.0086312846734897,0.0140249338230088,0.0001054461365529,struct+input
Ar,313,0.1,qt_then_rd__gbm_TRAIN_RATIO0.1,0.01,0.9602378828643228,0.0045661054971983,0.0107207864178852,0.000157323803631,struct+input
Ar,313,0.1,qt_then_rd__rf_TRAIN_RATIO0.1,0.01,0.9537486807651072,0.0079621308325161,0.0110875413103935,0.0001991948597261,struct+input
Ar,313,0.1,random_struct__cat_TRAIN_RATIO0.1,0.01,0.8799187638615555,0.0288491863348389,0.0183992361435713,0.0017430309173994,struct+input
Ar,313,0.1,random_struct__gbm_TRAIN_RATIO0.1,0.01,0.9060746102074798,0.0081778906129317,0.0158697804873733,0.0006655801741649,struct+input
Ar,313,0.1,random_struct__rf_TRAIN_RATIO0.1,0.01,0.9150331016417634,0.0127896138366606,0.0156147320231677,0.0009310555275325,struct+input
Ar,313,0.15,qt_then_rd__cat_TRAIN_RATIO0.15,0.01,0.9744284218628456,0.0040245479931762,0.0120526367848598,0.0001801098554212,struct+input
Ar,313,0.15,qt_then_rd__gbm_TRAIN_RATIO0.15,0.01,0.9775822380314269,0.0047767928687576,0.009348807273265,7.513992489647195e-05,struct+input
Ar,313,0.15,qt_then_rd__rf_TRAIN_RATIO0.15,0.01,0.9753250663259454,0.0039314416289732,0.0094910951214368,0.0001346292884585,struct+input
Ar,313,0.15,random_struct__cat_TRAIN_RATIO0.15,0.01,0.9067866006208744,0.0147217995701406,0.0160667863285708,0.0006854666116383,struct+input
Ar,313,0.15,random_struct__gbm_TRAIN_RATIO0.15,0.01,0.9199597087462752,0.0100745412106392,0.0143629008856513,0.0003212455882498,struct+input
Ar,313,0.15,random_struct__rf_TRAIN_RATIO0.15,0.01,0.9258526723282672,0.0065849669737222,0.0143770009449937,0.0002451663825473,struct+input
Ar,313,0.2,qt_then_rd__cat_TRAIN_RATIO0.2,0.01,0.9749052295446698,0.0080698684694945,0.0107421078891287,0.000264948037389,struct+input
Ar,313,0.2,qt_then_rd__gbm_TRAIN_RATIO0.2,0.01,0.978970622250094,0.0071277284477529,0.0084549123594445,0.0001911069948072,struct+input
Ar,313,0.2,qt_then_rd__rf_TRAIN_RATIO0.2,0.01,0.9759286404515808,0.0084292595855633,0.0085928821793881,0.0002177408450316,struct+input
Ar,313,0.2,random_struct__cat_TRAIN_RATIO0.2,0.01,0.9225558568897876,0.0025898952322139,0.0153391201787859,0.0002554343893129,struct+input
Ar,313,0.2,random_struct__gbm_TRAIN_RATIO0.2,0.01,0.9115924329489876,0.0210185353185259,0.0140612640121669,0.0007217107442417,struct+input
Ar,313,0.2,random_struct__rf_TRAIN_RATIO0.2,0.01,0.9251015787139504,0.0070543039740666,0.0140728624917627,0.0003740258360291,struct+input
Ar,313,0.25,qt_then_rd__cat_TRAIN_RATIO0.25,0.01,0.986834358406723,0.0013083607993792,0.0095922509262762,9.836381579228649e-05,struct+input
Ar,313,0.25,qt_then_rd__gbm_TRAIN_RATIO0.25,0.01,0.989827823349227,0.001127801066497,0.0077939417588618,0.0001226819190466,struct+input
Ar,313,0.25,qt_then_rd__rf_TRAIN_RATIO0.25,0.01,0.9894487104616604,0.0011327446248246,0.0077967578551657,0.0001265333391875,struct+input
Ar,313,0.25,random_struct__cat_TRAIN_RATIO0.25,0.01,0.9115375555235452,0.011088027154914,0.0146996530862896,0.0009681312826544,struct+input
Ar,313,0.25,random_struct__gbm_TRAIN_RATIO0.25,0.01,0.9157097439909548,0.0106342114921635,0.0142227703574914,0.0008785275509158,struct+input
Ar,313,0.25,random_struct__rf_TRAIN_RATIO0.25,0.01,0.9213430176788716,0.0076046912542884,0.014045876497505,0.0006922377160949,struct+input
Ar,313,0.3,qt_then_rd__cat_TRAIN_RATIO0.3,0.01,0.9877649425113508,0.0004223055546047,0.0090799537592796,0.0003034160206214,struct+input
Ar,313,0.3,qt_then_rd__gbm_TRAIN_RATIO0.3,0.01,0.9901814138923932,0.0005721731648169,0.0075743499959446,0.0001336048182428,struct+input
Ar,313,0.3,qt_then_rd__rf_TRAIN_RATIO0.3,0.01,0.989541631778612,0.0006771178497153,0.0076336139378602,0.0001307152878068,struct+input
Ar,313,0.3,random_struct__cat_TRAIN_RATIO0.3,0.01,0.9173676719482756,0.0103046734884683,0.0143946008520325,0.000761415732142,struct+input
Ar,313,0.3,random_struct__gbm_TRAIN_RATIO0.3,0.01,0.9294753372082388,0.0082995599163698,0.0131686568678812,0.0004185548284867,struct+input
Ar,313,0.3,random_struct__rf_TRAIN_RATIO0.3,0.01,0.927782209965299,0.0078273813158559,0.0134659674966443,0.0004789847316008,struct+input
Ar,313,0.35,qt_then_rd__cat_TRAIN_RATIO0.35,0.01,0.988666614096238,0.0007498577508785,0.0085392373012937,0.0001945381233084,struct+input
Ar,313,0.35,qt_then_rd__gbm_TRAIN_RATIO0.35,0.01,0.9908125371912758,0.0003594397563075,0.0073563830496813,3.067493717250175e-05,struct+input
Ar,313,0.35,qt_then_rd__rf_TRAIN_RATIO0.35,0.01,0.9900796278726276,0.0004888959158123,0.007445971094311,7.929667708876724e-05,struct+input
Ar,313,0.35,random_struct__cat_TRAIN_RATIO0.35,0.01,0.9283938896867916,0.0177305076031822,0.0138067530169063,0.0005792866873944,struct+input
Ar,313,0.35,random_struct__gbm_TRAIN_RATIO0.35,0.01,0.9415229668378036,0.0152544930002179,0.0123999263071151,0.0007069164705665,struct+input
Ar,313,0.35,random_struct__rf_TRAIN_RATIO0.35,0.01,0.9430933331784604,0.0107268369956107,0.0126218989239387,0.0004807973487548,struct+input
Ar,313,0.4,qt_then_rd__cat_TRAIN_RATIO0.4,0.01,0.9891809030823602,0.000755594021394,0.0082028300468243,0.0001024207859109,struct+input
Ar,313,0.4,qt_then_rd__gbm_TRAIN_RATIO0.4,0.01,0.9911040149636484,0.0003583087525886,0.0071468584315755,4.682532408275013e-05,struct+input
Ar,313,0.4,qt_then_rd__rf_TRAIN_RATIO0.4,0.01,0.990179598008648,0.0005331343496053,0.007286950464508,9.611118088456026e-05,struct+input
Ar,313,0.4,random_struct__cat_TRAIN_RATIO0.4,0.01,0.9373570459578442,0.0104388650283736,0.0132732675424836,0.0004852224863276,struct+input
Ar,313,0.4,random_struct__gbm_TRAIN_RATIO0.4,0.01,0.924016774599016,0.0126511813816761,0.0126373108813026,0.0003501239936421,struct+input
Ar,313,0.4,random_struct__rf_TRAIN_RATIO0.4,0.01,0.9323798490666324,0.0083680103965441,0.0129737384091093,0.0005984242214643,struct+input
Ar,313,0.45,qt_then_rd__cat_TRAIN_RATIO0.45,0.01,0.9889068435090074,0.0006513646995605,0.008091261623507,0.0001035329794437,struct+input
Ar,313,0.45,qt_then_rd__gbm_TRAIN_RATIO0.45,0.01,0.9906579143584512,0.0005533086912868,0.0070855000545371,8.220721507531778e-05,struct+input
Ar,313,0.45,qt_then_rd__rf_TRAIN_RATIO0.45,0.01,0.9896883439007166,0.00065688294339,0.0071882834046667,9.387851919432649e-05,struct+input
Ar,313,0.45,random_struct__cat_TRAIN_RATIO0.45,0.01,0.929442721212128,0.0142376946881207,0.0132027908732333,0.0004812693893371,struct+input
Ar,313,0.45,random_struct__gbm_TRAIN_RATIO0.45,0.01,0.9200162706379084,0.0184179617823976,0.0128167089910784,0.0006061854804625,struct+input
Ar,313,0.45,random_struct__rf_TRAIN_RATIO0.45,0.01,0.9324994797948843,0.0144118376581737,0.0127827297639523,0.0003909964777294,struct+input
Ar,313,0.5,qt_then_rd__cat_TRAIN_RATIO0.5,0.01,0.98879109437446,0.0002463012395704,0.0079130657177832,0.0001090980940807,struct+input
Ar,313,0.5,qt_then_rd__gbm_TRAIN_RATIO0.5,0.01,0.9907015340255398,0.0005038499960003,0.0069754507394384,4.236737364901776e-05,struct+input
Ar,313,0.5,qt_then_rd__rf_TRAIN_RATIO0.5,0.01,0.990122972089712,0.0004328031867307,0.0070856013446896,7.522477906098185e-05,struct+input
Ar,313,0.5,random_struct__cat_TRAIN_RATIO0.5,0.01,0.9387566468107614,0.012910258074896,0.0131552010332865,0.0004974808341918,struct+input
Ar,313,0.5,random_struct__gbm_TRAIN_RATIO0.5,0.01,0.9245240765805636,0.0228823703068305,0.0124982874391515,0.0003666158016223,struct+input
Ar,313,0.5,random_struct__rf_TRAIN_RATIO0.5,0.01,0.9319027496281036,0.0148105919305769,0.0128084649444188,0.0005523722564641,struct+input
Ar,313,0.55,qt_then_rd__cat_TRAIN_RATIO0.55,0.01,0.9886762657764478,0.0006787378369879,0.0077351534434312,0.0001223558895908,struct+input
Ar,313,0.55,qt_then_rd__gbm_TRAIN_RATIO0.55,0.01,0.990008898598225,0.0006290246016982,0.0069487791010451,8.548444464274202e-05,struct+input
Ar,313,0.55,qt_then_rd__rf_TRAIN_RATIO0.55,0.01,0.9892974409720572,0.0007632549512105,0.0070339657566644,9.591470119602548e-05,struct+input
Ar,313,0.55,random_struct__cat_TRAIN_RATIO0.55,0.01,0.9366171964052892,0.014071465055717,0.0125428174211791,0.0008030659087312,struct+input
Ar,313,0.55,random_struct__gbm_TRAIN_RATIO0.55,0.01,0.950159690435212,0.0094871313866007,0.0116544097470163,0.0006730620208575,struct+input
Ar,313,0.55,random_struct__rf_TRAIN_RATIO0.55,0.01,0.9444003761279436,0.0118891872389809,0.0120010335001967,0.00070091858782,struct+input
Ar,313,0.6,qt_then_rd__cat_TRAIN_RATIO0.6,0.01,0.9884009601916728,0.000478111934554,0.0076144518101337,0.0001682666565682,struct+input
Ar,313,0.6,qt_then_rd__gbm_TRAIN_RATIO0.6,0.01,0.9901187519079572,0.0001662696815561,0.0068297091600556,9.85196243632618e-05,struct+input
Ar,313,0.6,qt_then_rd__rf_TRAIN_RATIO0.6,0.01,0.9893383149845124,0.0001793975800172,0.0069190265040988,0.00010603686531,struct+input
Ar,313,0.6,random_struct__cat_TRAIN_RATIO0.6,0.01,0.9354894122837468,0.0181699980897926,0.0129186806409514,0.0005515982523204,struct+input
Ar,313,0.6,random_struct__gbm_TRAIN_RATIO0.6,0.01,0.9352793780652352,0.0262698300373321,0.0121247617979759,0.00081940790434,struct+input
Ar,313,0.6,random_struct__rf_TRAIN_RATIO0.6,0.01,0.9388487771093316,0.0232865337105015,0.0122286748075244,0.0007593951905134,struct+input
Ar,313,0.65,qt_then_rd__cat_TRAIN_RATIO0.65,0.01,0.988168691243929,0.0005377637308965,0.007429464727048,0.0001135825351632,struct+input
Ar,313,0.65,qt_then_rd__gbm_TRAIN_RATIO0.65,0.01,0.9894944881840028,0.0006727220581215,0.0068333995453508,7.46731220220434e-05,struct+input
Ar,313,0.65,qt_then_rd__rf_TRAIN_RATIO0.65,0.01,0.9887985222520688,0.0005395264379051,0.006904758409869,8.325029613963485e-05,struct+input
Ar,313,0.65,random_struct__cat_TRAIN_RATIO0.65,0.01,0.926466973682604,0.0184157957817046,0.0135583779300819,0.0010685855599091,struct+input
Ar,313,0.65,random_struct__gbm_TRAIN_RATIO0.65,0.01,0.9252277129747584,0.0151504363940014,0.0128297108674745,0.0008450201865253,struct+input
Ar,313,0.65,random_struct__rf_TRAIN_RATIO0.65,0.01,0.9253432725424128,0.0165836367819038,0.0129049233661642,0.0009336905415212,struct+input
Ar,313,0.7,qt_then_rd__cat_TRAIN_RATIO0.7,0.01,0.9879243624888592,0.0005564022666632,0.007334182684811,9.849314443759396e-05,struct+input
Ar,313,0.7,qt_then_rd__gbm_TRAIN_RATIO0.7,0.01,0.98926523509143,0.0007578685927741,0.0067344679373053,0.0001833960366738,struct+input
Ar,313,0.7,qt_then_rd__rf_TRAIN_RATIO0.7,0.01,0.9882857986517648,0.0008319933871129,0.0068467624427761,0.000148724901871,struct+input
Ar,313,0.7,random_struct__cat_TRAIN_RATIO0.7,0.01,0.9369497372058314,0.0250589556305443,0.0127497687943315,0.0009317845402253,struct+input
Ar,313,0.7,random_struct__gbm_TRAIN_RATIO0.7,0.01,0.9225842679096192,0.0338148210591372,0.0121608816826355,0.0010695922309215,struct+input
Ar,313,0.7,random_struct__rf_TRAIN_RATIO0.7,0.01,0.9296790032204776,0.0211688946231879,0.0124570989917779,0.001138656717892,struct+input
Ar,313,0.75,qt_then_rd__cat_TRAIN_RATIO0.75,0.01,0.9879138173491,0.0007362672644126,0.0072100379108083,0.0001275311205836,struct+input
Ar,313,0.75,qt_then_rd__gbm_TRAIN_RATIO0.75,0.01,0.9889083739751232,0.0009670919722526,0.0067093965912239,0.0001616170822372,struct+input
Ar,313,0.75,qt_then_rd__rf_TRAIN_RATIO0.75,0.01,0.9879958069516024,0.0010940799244293,0.0068598584984758,0.0001461156272146,struct+input
Ar,313,0.75,random_struct__cat_TRAIN_RATIO0.75,0.01,0.9469580343778412,0.0201594877714763,0.0127341586342983,0.0011264449695292,struct+input
Ar,313,0.75,random_struct__gbm_TRAIN_RATIO0.75,0.01,0.9549653750654848,0.0175863312283439,0.0116032717824396,0.0013206653783164,struct+input
Ar,313,0.75,random_struct__rf_TRAIN_RATIO0.75,0.01,0.9501938185210514,0.0236751052196094,0.0120880892267722,0.0014280300244841,struct+input
Ar,313,0.8,qt_then_rd__cat_TRAIN_RATIO0.8,0.01,0.9871820725115018,0.0007840515173219,0.007144400336533,9.29834272414382e-05,struct+input
Ar,313,0.8,qt_then_rd__gbm_TRAIN_RATIO0.8,0.01,0.988632786943474,0.0006299249348081,0.0066219292741679,5.867463121279866e-05,struct+input
Ar,313,0.8,qt_then_rd__rf_TRAIN_RATIO0.8,0.01,0.9877610208558506,0.0009481459597625,0.0067347750145369,7.602223101809366e-05,struct+input
Ar,313,0.8,random_struct__cat_TRAIN_RATIO0.8,0.01,0.965216851613426,0.0238583252965095,0.0112658643932634,0.0011866218479042,struct+input
Ar,313,0.8,random_struct__gbm_TRAIN_RATIO0.8,0.01,0.9697347630885468,0.0217773671554401,0.010505405127366,0.0013714759284322,struct+input
Ar,313,0.8,random_struct__rf_TRAIN_RATIO0.8,0.01,0.9673409718061258,0.0277955619285642,0.0109932804694151,0.0016880530190909,struct+input
He,273,0.05,qt_then_rd__cat_TRAIN_RATIO0.05,0.01,0.9428104828919992,0.0309776697579903,0.0015431599435813,4.561974406816824e-05,struct+input
He,273,0.05,qt_then_rd__gbm_TRAIN_RATIO0.05,0.01,0.9555540695641828,0.0166837366059233,0.0013562888617128,2.3599543520119173e-05,struct+input
